unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,population,region,mitigation_stratcat_t2,mitigation_stratcat_t1,emissions_reduction_impact_orig,units_orig,year,impact_time_period_end,weight1,weight2,unit_conversion,er_impact_tco2,er_impact_tco2_annual,er_impact_tco2_annual_pc,short_strat,outlier,er_impact_std_w1,er_impact_std_w2
122962,Yes,No,424705,tonnes CO2,1,9,"Promotion of low and no emissions vehicles - 35% penetration of low emissions vehicles for heavy goods vehicles, 20% penetration of no emissions vehicles for light goods vehicles, 20% penetration of low emissions vans for light goods vehicles (25% of 80%)",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Fuel replacement,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2010,2025,0.616666667,0.85,1,424705,424705,0.048263029,Fuel switching and f...,0,0.029762201,0.041023574
122962,Yes,No,294303,tonnes CO2,1,9,60% of HGV traffic and 45% of LGV traffic subject to efficient driving training and information and communitation technology improvements,Intelligent transportation system,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Intelligent transportation system,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,294303,294303,0.033444283,Intelligent transpor...,0,0.020623974,0.02842764
122962,Yes,No,102966,tonnes CO2,1,9,Construction consolidation centres reduce construction vehicle traffic by 50% for 15% of HGV traffic and 2.5% for LGV traffic,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,102966,102966,0.011700948,Travel demand manage...,0,0.007215584,0.009945806
122962,Yes,No,93201,tonnes CO2,1,9,Urban distribution centres reduce delivery traffic by 25% for 7.5% of HGVs and 20% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,93201,93201,0.010591263,Travel demand manage...,0,0.006531279,0.009002574
122962,Yes,No,25836,tonnes CO2,1,9,Collection delivery points reduce delivery traffic by 20% for 20% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,25836,25836,0.002935976,Travel demand manage...,0,0.001810518,0.002495579
122962,Yes,No,57874,tonnes CO2,1,9,Vehicle reception points reduce delivery traffic by 15% for 2.5% of HGVs and 10% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,57874,57874,0.00657674,Travel demand manage...,0,0.004055657,0.005590229
122962,Yes,No,57566,tonnes CO2,1,9,Relaxing delivery times and windows reduces delivery traffic by 15% for 15% of total freight traffic (HGVs and LGVs),Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2025,0.616666667,0.85,1,57566,57566,0.00654174,Travel demand manage...,0,0.004034073,0.005560479
122962,Yes,No,1837976,tonnes CO2,1,9,"Promotion of low and no emissions vehicles - 75% penetration of low emissions vehicles for heavy goods vehicles, 60% penetration of no emissions vehicles for light goods vehicles, 30% penetration of low emissions vans for light goods vehicles (75% of 40%)",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Fuel replacement,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2010,2050,0.533333333,0.6,1,1837976,1837976,0.208865656,Fuel switching and f...,0,0.111395017,0.125319394
122962,Yes,No,690148,tonnes CO2,1,9,100% of HGV traffic and 75% of LGV traffic subject to efficient driving training and information and communitation technology improvements,Intelligent transportation system,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Intelligent transportation system,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,690148,690148,0.078427692,Intelligent transpor...,0,0.041828102,0.047056615
122962,Yes,No,436977,tonnes CO2,1,9,Construction consolidation centres reduce construction vehicle traffic by 50% for 25% of HGV traffic and 7.5% for LGV traffic,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,436977,436977,0.049657606,Travel demand manage...,0,0.026484056,0.029794564
122962,Yes,No,412894,tonnes CO2,1,9,Urban distribution centres reduce delivery traffic by 25% for 15% of HGVs and 35% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,412894,412894,0.046920839,Travel demand manage...,0,0.025024448,0.028152503
122962,Yes,No,143666,tonnes CO2,1,9,Collection delivery points reduce 20% of delivery traffic for 40% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,143666,143666,0.016326053,Travel demand manage...,0,0.008707228,0.009795632
122962,Yes,No,270811,tonnes CO2,1,9,Vehicle reception points reduce delivery traffic by 15% for 5% of HGVs and 25% of LGVs,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,270811,270811,0.030774677,Travel demand manage...,0,0.016413161,0.018464806
122962,Yes,No,281010,tonnes CO2,1,9,Relaxing delivery times and windows reduces delivery traffic by 15% for 30% of total freight traffic (HGVs and LGVs),Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Freight transportation emissions forecasting,NA,Transportation reduction,City or Municipal Government,London,UK,1,No,NA,NA,No,sg_1,London,United Kingdom,City,GBR,8799800,Europe,Travel demand management,Transportation system management,      NA,NA,2010,2050,0.533333333,0.6,1,281010,281010,0.03193368,Travel demand manage...,0,0.017031296,0.019160208
128045,Yes,No,31689.46,1000tCO2,5,10,Emissions trading scheme (ETS) including 239 enterprises,"Emissions trading, cap-and-trade, carbon tax",Industry,NA,NA,NA,Achieved/Ex Post,Synthetic control method,NA,Energy consumption,Regional Government,Guangdong,China,1,Yes,This article examines the effectiveness of China's ETS pilots in 7 cities,2,No,sg_1,Guangdong,China,City,CHN,126012510,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2021,2015,1,1,1000,31689460,6337892,0.050295737,"Emissions trading, c...",0,0.050295737,0.050295737
128045,Yes,No,21411.17,1000tCO2,5,10,Emissions trading scheme (ETS) including 138 enterprises,"Emissions trading, cap-and-trade, carbon tax",Industry,NA,NA,NA,Achieved/Ex Post,Synthetic control method,NA,Energy consumption,Regional Government,Hubei,China,1,Yes,This article examines the effectiveness of China's ETS pilots in 7 cities,2,No,sg_1,Hubei,China,City,CHN,12326500,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2021,2015,1,1,1000,21411170,4282234,0.347400641,"Emissions trading, c...",0,0.347400641,0.347400641
128873,Yes,No,15393,tons CO2eq,1,5,"Production and use or bioethanol for transportation, 10% of gasoline content replaced with bioethanol (5000 tons)",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Life cycle assessment,NA,"Bioethanol production (production and harvesting of straw, transportation of inputs, refining process, transportation and distribution of bioethanol), fuel replacement",Regional Government,Siena,Italy,1,No,NA,NA,No,sg_1,Siena,Italy,Region,ITA,268660,Europe,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2013,2008,0.666666667,1,1,15393,15393,0.057295466,Fuel switching and f...,0,0.038196978,0.057295466
133020,Yes,No,-240,tCO2eq/year,1,9 (Supplementary Information),100% PE pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,-240,-240,-0.000163316,Water and wastewater...,0,-0.000106155,-0.00015515
133020,Yes,No,350,tCO2eq/year,1,9 (Supplementary Information),100% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,350,350,0.000238169,Water and wastewater...,0,0.00015481,0.000226261
133020,Yes,No,-120,tCO2eq/year,1,9 (Supplementary Information),50% PVC and 50% PE pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,-120,-120,-8.17E-05,Water and wastewater...,0,-5.31E-05,-7.76E-05
133020,Yes,No,520,tCO2eq/year,1,9 (Supplementary Information),50% PVC and 50% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,520,520,0.000353852,Water and wastewater...,0,0.000230003,0.000336159
133020,Yes,No,470,tCO2eq/year,1,9 (Supplementary Information),50% PE and 50% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,470,470,0.000319827,Water and wastewater...,0,0.000207888,0.000303836
133020,Yes,No,110,tCO2eq/year,1,6 (Supplementary Information),"Replacement ratio decreased by 15% with improvement of pipe durability using multilayer pipe technology, proper maintenance, and repair activites",Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,110,110,7.48532026623243e-05,Water and wastewater...,0,4.86545817305108e-05,7.11105425292081e-05
133020,Yes,No,240,tCO2eq/year,1,7 (Supplementary Information),Biofilm reaction rate of pipeline reduced by 5% with maintenance activites such as cleaning and dredging,Water management system efficiencies,Waste,Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,1469543,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,NA,0.65,0.95,1,240,240,0.000163316,Water and wastewater...,0,0.000106155,0.00015515
169667,Yes,No,0.5,MtCO2e,1,11,Cement cap-and-trade with 1 tCO2e/t product benchmark (Waxman Markey),"Emissions trading, cap-and-trade, carbon tax",Industry,Facilities,35,facilities,Potential/Ex Ante,Emissions accounting,NA,CO2 emissions allocation,Regional Government,Hubei,China,1,Yes,"China Hubei launced carbon emissions trading pilot in 2014, with allowances for 138 enterprises. Cement industry allocations based on grandfathering",2,Yes,sg_1,Hubei,China,Region,CHN,58300000,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2017,2012,0.333333333,1,1000000,500000,500000,0.008576329,"Emissions trading, c...",0,0.002858776,0.008576329
169667,Yes,No,7.4,MtCO2e,1,11,Cement cap-and-trade with 0.95 tCO2e/t product benchmark (EU ETS),"Emissions trading, cap-and-trade, carbon tax",Industry,Facilities,35,facilities,Potential/Ex Ante,Emissions accounting,NA,CO2 emissions allocation,Regional Government,Hubei,China,1,Yes,"China Hubei launced carbon emissions trading pilot in 2014, with allowances for 138 enterprises. Cement industry allocations based on grandfathering",2,Yes,sg_1,Hubei,China,Region,CHN,58300000,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2017,2012,0.333333333,1,1000000,7400000,7400000,0.126929674,"Emissions trading, c...",0,0.042309891,0.126929674
169667,Yes,No,10.4,MtCO2e,1,11,Cement cap-and-trade with 0.89 tCO2e/t product benchmark (California),"Emissions trading, cap-and-trade, carbon tax",Industry,Facilities,35,facilities,Potential/Ex Ante,Emissions accounting,NA,CO2 emissions allocation,Regional Government,Hubei,China,1,Yes,"China Hubei launced carbon emissions trading pilot in 2014, with allowances for 138 enterprises. Cement industry allocations based on grandfathering",2,Yes,sg_1,Hubei,China,Region,CHN,58300000,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2017,2012,0.333333333,1,1000000,10400000,10400000,0.17838765,"Emissions trading, c...",0,0.05946255,0.17838765
179880,Yes,No,-7,MgCO2eq/year,1,10,Improved practices in non-forest land use change,Agricultural land management,Agriculture and forestry,Land,9,hectares,Potential/Ex Ante,Emissions accounting,Ex-Ante Appraisal of Carbon Balance Tool (EX-ACT),"Land use change, crop production, pastures/livestock, degradaton, inputs, energy, construction",City or Municipal Government,Bharu,India,4,No,NA,NA,Yes,sg_1,Bharu,India,City,IND,2184,South Asia,Agricultural land management,Agriculture and farm practices,      NA,NA,2017,NA,0.316666667,0.95,1,-7,-7,-0.003205128,Agricultural land ma...,0,-0.001014957,-0.003044872
180100,Yes,No,-73,ktCO2eq,1,9,"Anaerobic digestion - increased anaerobic digestion, recycling, and biogas combustion, decrease landfill and composting",Waste segregation,Waste,Waste,931,ktons/year,Potential/Ex Ante,Life cycle assessment,IWM-2,"Direct process emissions, transportation, sorting, energy recovery (NOT methane combustion or fuel replacement)",City or Municipal Government,Montreal,Canada,1,No,NA,NA,Yes,sg_1,Montreal,Canada,City,CAN,1762949,North America,Waste system management,Waste and water treatment practices,      NA,NA,2020,2017,0.666666667,1,1000,-73000,-73000,-0.041407891,Waste system management,0,-0.027605261,-0.041407891
180100,Yes,No,-58,ktCO2eq,1,9,"Composting - increased recycling and biogas combustion, decrease landfill and composting",Waste segregation,Waste,Waste,931,ktons/year,Potential/Ex Ante,Life cycle assessment,IWM-2,"Direct process emissions, transportation, sorting, energy recovery (NOT methane combustion or fuel replacement)",City or Municipal Government,Montreal,Canada,1,No,NA,NA,Yes,sg_1,Montreal,Canada,City,CAN,1762949,North America,Waste system management,Waste and water treatment practices,      NA,NA,2020,2017,0.666666667,1,1000,-58000,-58000,-0.03289942,Waste system management,0,-0.021932947,-0.03289942
180100,Yes,No,-75,ktCO2eq,1,9,"Anaerobic digestion and composting - increased recycling, anaerobic digestion, and biogas combustion, decrease landfill and composting",Waste segregation,Waste,Waste,931,ktons/year,Potential/Ex Ante,Life cycle assessment,IWM-2,"Direct process emissions, transportation, sorting, energy recovery (NOT methane combustion or fuel replacement)",City or Municipal Government,Montreal,Canada,1,No,NA,NA,Yes,sg_1,Montreal,Canada,City,CAN,1762949,North America,Waste system management,Waste and water treatment practices,      NA,NA,2020,2017,0.666666667,1,1000,-75000,-75000,-0.042542354,Waste system management,0,-0.028361569,-0.042542354
186100,Yes,No,313,tCO2,1,8,Introduce DHS with no land use policy,"District heating/cooling, expansion",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Infrastructure construction, pumping electricity consumption, fuel substitution",City or Municipal Government,Shinchi,Japan,1,No,NA,NA,No,sg_1,"Shinchi, Fukushima",Japan,City,JPN,8152,East Asia and the Pacific,"District heating/cooling, expansion",Energy system operations,      NA,NA,2018,NA,0.316666667,0.95,1,313,313,0.038395486,District heating/coo...,0,0.01215857,0.036475711
186100,Yes,No,2620,tCO2,1,8,Introduce DHS with guidance to locate new factories near DHS,"Master planning, integrated planning, urban form, design, planning",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Infrastructure construction, pumping electricity consumption, fuel substitution",City or Municipal Government,Shinchi,Japan,1,No,NA,NA,No,sg_1,"Shinchi, Fukushima",Japan,City,JPN,8152,East Asia and the Pacific,"Master planning, integrated planning, urban form, design, planning",Land use and development,      NA,NA,2018,NA,0.316666667,0.95,1,2620,2620,0.321393523,"Master planning, int...",0,0.101774616,0.305323847
186100,Yes,No,761,tCO2,1,8,Introduce DHS and promote compact land use,"Master planning, integrated planning, urban form, design, planning",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Infrastructure construction, pumping electricity consumption, fuel substitution",City or Municipal Government,Shinchi,Japan,1,No,NA,NA,No,sg_1,"Shinchi, Fukushima",Japan,City,JPN,8152,East Asia and the Pacific,"Master planning, integrated planning, urban form, design, planning",Land use and development,      NA,NA,2018,NA,0.316666667,0.95,1,761,761,0.093351325,"Master planning, int...",0,0.029561253,0.088683759
186100,Yes,No,2814,tCO2,1,8,Introduce DHS with guidance to locate new factories near DHS and promote compact land use,"Master planning, integrated planning, urban form, design, planning",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Infrastructure construction, pumping electricity consumption, fuel substitution",City or Municipal Government,Shinchi,Japan,1,No,NA,NA,No,sg_1,"Shinchi, Fukushima",Japan,City,JPN,8152,East Asia and the Pacific,"Master planning, integrated planning, urban form, design, planning",Land use and development,      NA,NA,2018,NA,0.316666667,0.95,1,2814,2814,0.345191364,"Master planning, int...",0,0.109310599,0.327931796
191601,Yes,No,1.86,MtCO2e,36,6,"Limit garbage generated (less consumption, more reuse) and improve garbage collection",Waste segregation,Waste,Waste,309800000,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Fuel consumption, landfill emissions, incineration, wastewater handling, waste management, electricity consumption, energy fuel replacement",City or Municipal Government,Xiamen,China,1,No,NA,NA,Yes,sg_1,Xiamen,China,City,CHN,5163970,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2018,2050,0.56,0.68,1000000,1860000,51666.67,0.010005222,Waste system management,0,0.005602924,0.006803551
191601,Yes,No,6.68,MtCO2e,36,6,Low carbon implementation of waste treatment and recycling,Waste segregation,Waste,Waste,309800000,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Fuel consumption, landfill emissions, incineration, wastewater handling, waste management, electricity consumption, energy fuel replacement",City or Municipal Government,Xiamen,China,1,No,NA,NA,Yes,sg_1,Xiamen,China,City,CHN,5163970,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2018,2050,0.56,0.68,1000000,6680000,185555.56,0.035932733,Waste system management,0,0.020122331,0.024434258
191601,Yes,No,7.38,MtCO2e,36,6,Limit garbage generated and implement waste treatment and recycling,Waste segregation,Waste,Waste,309800000,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Fuel consumption, landfill emissions, incineration, wastewater handling, waste management, electricity consumption, energy fuel replacement",City or Municipal Government,Xiamen,China,1,No,NA,NA,Yes,sg_1,Xiamen,China,City,CHN,5163970,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2018,2050,0.56,0.68,1000000,7380000,205000,0.039698139,Waste system management,0,0.022230958,0.026994735
202153,Yes,No,40000,tCO2eq/year,1,6,"Biogas plant that processes up to 200000 tons biomass/year of pectin wastes, carrageenan wastes, pig manure, and beach-cast seaweed","Waste to energy, energy from waste",Waste,Waste,154200,tons/year,Potential/Ex Ante,Emissions accounting,NA,"Reduced methane emissions, reduced chemical fertilizer use, electricity production, heat production, transportation, electricity use",City or Municipal Government,Solrød,Denmark,1,Yes,The biogas plant is under construction in the Municipality of Solrod,1,Yes,sg_1,Solrød,Denmark,City,DNK,17337,Europe,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2016,NA,0.316666667,0.95,1,40000,40000,2.307204245,"Waste to energy, ene...",0,0.730614678,2.191844033
226608,Yes,No,0.6429,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,1.514834863,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Chittagong,Bangladesh,4,No,NA,NA,Yes,sg_1,Chittagong,Bangladesh,City,BGD,2581643,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2030,0.293333333,0.88,1000000,642900,642900,0.24902746,"Waste to energy, ene...",0,0.073048055,0.219144165
226608,Yes,No,1.0987,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,2.588949762,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Chittagong,Bangladesh,4,No,NA,NA,Yes,sg_1,Chittagong,Bangladesh,City,BGD,2581643,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2050,0.226666667,0.68,1000000,1098700,1098700,0.425581694,"Waste to energy, ene...",0,0.096465184,0.289395552
226608,Yes,No,0.7588,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,1.787914412,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Chittagong,Bangladesh,4,No,NA,NA,Yes,sg_1,Chittagong,Bangladesh,City,BGD,2581643,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2030,0.293333333,0.88,1000000,758800,758800,0.293921352,"Waste to energy, ene...",0,0.08621693,0.258650789
226608,Yes,No,1.5308,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,3.606904351,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Chittagong,Bangladesh,4,No,NA,NA,Yes,sg_1,Chittagong,Bangladesh,City,BGD,2581643,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2050,0.226666667,0.68,1000000,1530800,1530800,0.592955726,"Waste to energy, ene...",0,0.134403298,0.403209894
226608,Yes,No,0.1434,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,0.337875822,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Khulna,Bangladesh,4,No,NA,NA,Yes,sg_1,Khulna,Bangladesh,City,BGD,949229,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2030,0.293333333,0.88,1000000,143400,143400,0.151069974,"Waste to energy, ene...",0,0.044313859,0.132941577
226608,Yes,No,0.2162,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,0.509366542,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Khulna,Bangladesh,4,No,NA,NA,Yes,sg_1,Khulna,Bangladesh,City,BGD,949229,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2050,0.226666667,0.68,1000000,216200,216200,0.227763796,"Waste to energy, ene...",0,0.05162646,0.154879381
226608,Yes,No,0.1891,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,0.445687207,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Khulna,Bangladesh,4,No,NA,NA,Yes,sg_1,Khulna,Bangladesh,City,BGD,949229,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2030,0.293333333,0.88,1000000,189100,189100,0.19921431,"Waste to energy, ene...",0,0.058436198,0.175308593
226608,Yes,No,0.3719,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,0.876228943,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Khulna,Bangladesh,4,No,NA,NA,Yes,sg_1,Khulna,Bangladesh,City,BGD,949229,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2050,0.226666667,0.68,1000000,371900,371900,0.391791654,"Waste to energy, ene...",0,0.088806108,0.266418325
226608,Yes,No,0.0432,million tones CO2eq,1,10,MSW incineration,"Waste to energy, energy from waste",Waste,Waste,0.101831279,million tonnes MSW/year,Potential/Ex Ante,Emissions accounting,NA,"Electricity generation replacement, incineration",City or Municipal Government,Syllhet,Bangladesh,4,No,NA,NA,Yes,sg_1,Syllhet,Bangladesh,City,BGD,526412,South Asia,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2018,2030,0.293333333,0.88,1000000,43200,43200,0.082064999,"Waste to energy, ene...",0,0.0240724,0.072217199
