unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_time_period,any_error_metrics,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_general,study_subject_detail,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,emissions_factors,emissions_factors_page,survey,survey_respondents,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,lat,lng,population,population_year,region,mitigation_stratcat_t2,mitigation_stratcat_t1
128045,Yes,No,21411.17,1000tCO2,5,2011-2015,No,10,Emissions trading scheme (ETS) including 138 enterprises,"Emissions trading, cap-and-trade, carbon tax",Industry,"Industrial, electricity, some commercial sectors","Iron and steel, chemical industry,
cement, automobile manufacturing,
electric power, nonferrous metals,
glass, paper and other high energy
consumption and high emission
industries; including 138 enterprises",NA,NA,NA,Achieved/Ex Post,Synthetic control method,NA,No,NA,No,NA,Energy consumption,Regional Government,Hubei,China,1,Yes,This article examines the effectiveness of China's ETS pilots in 7 cities,2,No,sg_1,Hubei,China,City,CHN,30.5934,114.3046,12326500,2020,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
128873,Yes,No,15393,tons CO2eq,1,2008,No,5,"Production and use or bioethanol for transportation, 10% of gasoline content replaced with bioethanol (5000 tons)",Transition to low emissions fuels,Transport,Transportation sector,"50,000 tons of gasoline consumption in the transportation sector",NA,NA,NA,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Bioethanol production (production and harvesting of straw, transportation of inputs, refining process, transportation and distribution of bioethanol), fuel replacement",Regional Government,Siena,Italy,1,No,NA,NA,No,sg_1,Siena,Italy,Region,ITA,43.333,11.333,268660,2016,Europe,Fuel switching and fuel efficiency,Clean vehicle transportation
129000,No,No,13110,MT CO2E,1,2012,No,5,Diverting food waste from landfill with national average gas control system to anaerobic codigestor,Composting and biological treatment of waste,Waste,Waste sector,17200 MT food waste feedstocks,Waste,17200,MTons/year,Potential/Ex Ante,Emissions accounting,Waste Reduction Model (WARM),Yes,3,No,NA,Avoided landfill emissions,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Composting and biological treatment of waste,Waste and water treatment practices
129000,No,No,27060,MT CO2E,1,2012,No,5,Diverting food waste from landfill with national average gas control system to anaerobic codigestor,Composting and biological treatment of waste,Waste,Waste sector,17200 MT food waste feedstocks,NA,17200,MTons/year,Potential/Ex Ante,Emissions accounting,Waste Reduction Model (WARM),Yes,3,No,NA,Avoided landfill emissions,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Composting and biological treatment of waste,Waste and water treatment practices
129000,No,No,5650,MT CO2E,1,2012,No,5,Diverting food waste from landfill with national average gas control system to anaerobic codigestor,Composting and biological treatment of waste,Waste,Waste sector,17200 MT food waste feedstocks,NA,17200,MTons/year,Potential/Ex Ante,Emissions accounting,Waste Reduction Model (WARM),Yes,3,No,NA,Avoided landfill emissions,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Composting and biological treatment of waste,Waste and water treatment practices
129000,No,No,-565,MT CO2E,1,2012,No,6,Diverting food waste from landfill with national average gas control system to anaerobic codigestor,Composting and biological treatment of waste,Waste,Waste sector,"Increased transportation of 17200 MT food waste feedstocks at 2.5 mpg for 109,100 miles",NA,17200,MTons/year,Potential/Ex Ante,Emissions accounting,"Greenhouse Gases, Regulated Emissions, and Energy Use in Transportation (GREET) Model",Yes,4,No,NA,Increased waste transportation distance,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Composting and biological treatment of waste,Waste and water treatment practices
129000,No,No,-235,MT CO2E,1,2012,No,6,Diverting food waste from landfill with national average gas control system to anaerobic codigestor,Composting and biological treatment of waste,Waste,Waste sector,"Increased transportation of 17200 MT food waste feedstocks at 6 mpg for 109,100 miles",NA,17200,MTons/year,Potential/Ex Ante,Emissions accounting,"Greenhouse Gases, Regulated Emissions, and Energy Use in Transportation (GREET) Model",Yes,4,No,NA,Increased waste transportation distance,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Composting and biological treatment of waste,Waste and water treatment practices
129000,No,No,3330,MT CO2E,1,2012,No,6,Electricity generation from biogas of the anaerobic digestor,"Waste to energy, energy from waste",Waste,Waste sector,17200 MT food waste feedstocks used to generate 5419 MWh of electricity,NA,17200,MTons/year,Potential/Ex Ante,Emissions accounting,NA,Yes,4,No,NA,Electricity generation replacement,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_2,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,"Waste to energy, energy from waste",Waste and water treatment practices
133020,Yes,No,-240,tCO2eq/year,1,Unclear,No,9 (Supplementary Information),100% PE pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,350,tCO2eq/year,1,Unclear,No,9 (Supplementary Information),100% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,-120,tCO2eq/year,1,Unclear,No,9 (Supplementary Information),50% PVC and 50% PE pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,520,tCO2eq/year,1,Unclear,No,9 (Supplementary Information),50% PVC and 50% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,470,tCO2eq/year,1,Unclear,No,9 (Supplementary Information),50% PE and 50% concrete pipe compared to 100% PVC pipe (Scenario A),Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,110,tCO2eq/year,1,Unclear,No,6 (Supplementary Information),"Replacement ratio decreased by 15% with improvement of pipe durability using multilayer pipe technology, proper maintenance, and repair activites",Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
133020,Yes,No,240,tCO2eq/year,1,Unclear,No,7 (Supplementary Information),Biofilm reaction rate of pipeline reduced by 5% with maintenance activites such as cleaning and dredging,Water management system efficiencies,Waste,Sewage system,"228 km of sewer pipeline, total system length is 1940 km",Water,901000,m^3/day,Potential/Ex Ante,Life cycle assessment,NA,Yes,3,No,NA,"Material production, material transportation, construction, operation, maintenance, and end of life",City or Municipal Government,Daejon Metropolitan City,South Korea,1,No,NA,NA,Yes,sg_1,Daejon,South Korea,City,KOR,36.351,127.385,1469543,2022,East Asia and the Pacific,Water and wastewater system efficiencies,Waste and water treatment practices
134510,No,Yes,0.01,kgCO2e/kg-milk,NA,1988-2013,No,6,"Manure handling strategy, liquid/solid separation, recycling of solids for bedding, open storage, rapid incorporation of stored liquid following surface application",Waste segregation,Waste,One dairy farm,"2185 cows, 983 hectares of land, 9474 kg milk/cow",Production,20700690,kg-milk,Potential/Ex Ante,Farm system simulation,Integrated Farm System Model (IFSM),No,NA,No,NA,NA,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_3,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Waste system management,Waste and water treatment practices
134510,No,Yes,0.19,kgCO2e/kg-milk,NA,1988-2013,No,6,"Manure handling strategy, manure storage is enclosed and a flare is used to burn the biogas produced",Waste segregation,Waste,One dairy farm,"2185 cows, 983 hectares of land, 9474 kg milk/cow",Production,20700690,kg-milk,Potential/Ex Ante,Farm system simulation,Integrated Farm System Model (IFSM),No,NA,No,NA,NA,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_3,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,Waste system management,Waste and water treatment practices
134510,No,Yes,0.18,kgCO2e/kg-milk,NA,1988-2013,No,6,"Manure handling strategy, anaerobic digestor is used prior to separation and storage","Waste to energy, energy from waste",Waste,One dairy farm,"2185 cows, 983 hectares of land, 9474 kg milk/cow",Production,20700690,kg-milk,Potential/Ex Ante,Farm system simulation,Integrated Farm System Model (IFSM),No,NA,No,NA,NA,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_3,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,"Waste to energy, energy from waste",Waste and water treatment practices
134510,No,Yes,0.17,kgCO2e/kg-milk,NA,1988-2013,No,6,"Manure handling strategy, anaerobic digestor is used prior to separation and storage and liquid digestate directly injected into soil","Waste to energy, energy from waste",Waste,One dairy farm,"2185 cows, 983 hectares of land, 9474 kg milk/cow",Production,20700690,kg-milk,Potential/Ex Ante,Farm system simulation,Integrated Farm System Model (IFSM),No,NA,No,NA,NA,Regional Government,New York,USA,1,No,NA,NA,Yes,sg_3,New York,United States of America,City,USA,40.71278,-74.00611,8804190,2020,North America,"Waste to energy, energy from waste",Waste and water treatment practices
157457,No,No,6,ton CO2e,1,2014,No,13,S1 Use 15% recycled asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2858 m^3 asphalt. 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Construction Materials,2858,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,8,ton CO2e,1,2014,No,13,S2 Use 50% recycled aggregate,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"153,490 m^3 aggregates. 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Construction Materials,153490,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,24,ton CO2e,1,2014,No,13,S3 Replace hot mix asphalt with warm mix asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2858 m^3 asphalt. 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Construction Materials,2858,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,652,ton CO2e,1,2014,No,13,"S4 Replace 70% Portland cement with ground granulated blast
furnace slag (GGBFS)","Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"9243 m^3 concrete. 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Construction Materials,9243,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,147,ton CO2e,1,2014,No,13,S5 Use asphalt with high stiffness modulus in the base layer,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2858 m^3 asphalt. 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Construction Materials,2858,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,818,ton CO2e/year,1,Unclear,No,14,S6 Replace conventional lamps with LED lamps,Intelligent transportation system,Transport,Road lighting,"30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Road,30,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
157457,No,No,470,ton CO2e/year,1,Unclear,No,14,S7 Use 25% solar energy for lighting,Intelligent transportation system,Transport,Road lighting,"30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Road,30,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
157457,No,No,119.2,ton CO2e/year,1,Unclear,No,14,S8 Reduce water consumption by 20%,Water management system efficiencies,Waste,Roadside-plant irrigation,"30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Road,30,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,127.9,ton CO2e/year,1,Unclear,No,14,S9 Use 100% treated sewage effluent (TSE) for road-plant irrigation,Water management system efficiencies,Waste,Roadside-plant irrigation,"30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Road,30,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (water source replacement),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Water and wastewater system efficiencies,Waste and water treatment practices
157457,No,No,339,ton CO2e/year,1,Unclear,No,15,S10 Reduce passenger car traffic by 10%,Travel demand management,Transport,Traffic movement,"11902715 vehicles/year (3193090 passenger vehicles/year, 6714804 light trucks/year, 1994821 heavy duty trucks/year) 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Vehicle traffic,1.1902715E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (transportation reduction),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Travel demand management,Transportation system management
157457,No,No,1,ton CO2e/year,1,Unclear,No,15,S11 Increase higher efficiency passenger cars by 10%,Transition to low emissions fuels,Transport,Traffic movement,"11902715 vehicles/year (3193090 passenger vehicles/year, 6714804 light trucks/year, 1994821 heavy duty trucks/year) 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Vehicle traffic,1.1902715E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,Operation (reduced fuel consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Fuel switching and fuel efficiency,Clean vehicle transportation
157457,No,No,497,ton CO2e/year,1,Unclear,No,15,S12 Use LNG for 20% of passenger cars,Transition to low emissions fuels,Transport,Traffic movement,"11902715 vehicles/year (3193090 passenger vehicles/year, 6714804 light trucks/year, 1994821 heavy duty trucks/year) 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Vehicle traffic,1.1902715E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,Operation (fuel source replacement),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Fuel switching and fuel efficiency,Clean vehicle transportation
157457,No,No,195,ton CO2e/year,1,Unclear,No,15,S13 Replace 10% of ICE passenger cars with BEVs,"Electric Mobility (EV, HEV)",Transport,Traffic movement,"11902715 vehicles/year (3193090 passenger vehicles/year, 6714804 light trucks/year, 1994821 heavy duty trucks/year) 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Vehicle traffic,1.1902715E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,"Operation (reduced fuel consumption, increased electricity usage)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Electric Mobility (EV, HEV)",Clean vehicle transportation
157457,No,No,630,ton CO2e/year,1,Unclear,No,15,S14 Replace 30% of ICE passenger cars with BEVs and change energy mix,"Electric Mobility (EV, HEV)",Transport,Traffic movement,"11902715 vehicles/year (3193090 passenger vehicles/year, 6714804 light trucks/year, 1994821 heavy duty trucks/year) 30 km of secondary, two-lane road with 3.65m wide lanes (Case 1)",Vehicle traffic,1.1902715E7,vehicles/year,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,11,No,NA,"Operation (reduced fuel consumption, increased electricity usage)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"This scenario is based on Abu Dhabi's planned 2035 energy mix. Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Electric Mobility (EV, HEV)",Clean vehicle transportation
157457,No,No,179,ton CO2e,1,2007,No,13,S1 Use 15% recycled asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2444 m^3 asphalt. 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Construction Materials,2444,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,229,ton CO2e,1,2007,No,13,S2 Use 50% recycled aggregate,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"293710 m^3 aggregates. 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Construction Materials,293710,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,764,ton CO2e,1,2007,No,13,S3 Replace hot mix asphalt with warm mix asphalt,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2444 m^3 asphalt. 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Construction Materials,2444,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,471,ton CO2e,1,2007,No,13,S5 Use asphalt with high stiffness modulus in the base layer,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Road construction,"2444 m^3 asphalt. 3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Construction Materials,2444,m^3,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,"Construction (material usage, equipment usage, material and equipment transportation)",City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
157457,No,No,2127.2,ton CO2e/year,1,Unclear,No,14,S6 Replace conventional lamps with LED lamps,Intelligent transportation system,Transport,Road lighting,"3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Road,3.6,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
157457,No,No,1222,ton CO2e/year,1,Unclear,No,14,S7 Use 25% solar energy for lighting,Intelligent transportation system,Transport,Road lighting,"3.6 km of primary, 8-lane road with 3.65m wide lanes (Case 2)",Road,3.6,km,Potential/Ex Ante,Life cycle assessment,RoadCO2 tool,Yes,10,No,NA,Operation (electricity consumption),City or Municipal Government,Abu Dhabi,United Arab Emirates,1,Yes,"Scenarios guided by initiatives from the Abu Dhabi Urban Planning Council (Estidama) and Abu Dhabi Department of Municipal Affairs, although not directly related to these scenarios.",8,Yes,sg_2,Abu Dhabi,United Arab Emirates,City,ARE,24.467,54.367,1512000,2021,Middle East and North Africa,Intelligent transportation system,Transportation system management
