"file_name","unique_id","DOI","Year","Title","Authors","Abstract","Source","Source.Title","Link"
"id_285561_cunada_2018",285561,"10.1002/2017JG004047",2018,"Seasonal Dynamics of Dissolved Methane in Lakes of the Mackenzie Delta and the Role of Carbon Substrate Quality","Cunada, CL; Lesack, LFW; Tank, SE","Dissolved CH4 among lake waters of the Mackenzie River Delta was tracked in 2014 to assess how river-to-lake connection times, plus carbon substrate quantity and quality, affects the patterns and dynamics of CH4. An under-ice survey of 29 lakes, three open-water surveys of 43 lakes, and weekly surveys of 6 lakes revealed that CH4 among lake-waters ranged from very high concentrations at the end of winter, with highest concentrations linked to shortest annual river connection times, to considerably lower concentrations as open water progressed, with a limited concentration range among lakes by late summer. Lakes most strongly affected by thermokarst varied irregularly from this pattern and did not have the highest CH4 concentrations. CH4 among lake waters was generally related to measures of carbon substrate quantity, where relations with macrophyte biomass and dissolved organic carbon in lake water were statistically stronger than % organic matter within the lake sediments. CH4 was also directly related to the molecular weight (a[250]:a[365]) of dissolved organic matter at the end of winter, but was inversely related to this measure during open water. Carbon quality per se, after accounting for differences in carbon quantity (macrophyte biomass, dissolved organic carbon concentrations, or organic content of lake sediments), appears to play a significant role in controlling CH4 concentrations among the lake waters, particularly during winter ice cover. Carbon quality in lake sediments and of dissolved organic matter in winter lake waters appears to be as important as thermokarst augmentation of carbon quantity for enhancing methanogenesis in this lake-rich Arctic system.","WOS","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES",NA
"id_287682_dong_2019",287682,"10.1016/j.resconrec.2019.06.032",2019,"Sensitivity analysis and spatial-temporal heterogeneity of CO2 emission intensity: Evidence from China","Dong, F; Li, JY; Zhang, SN; Wang, Y; Sun, ZY","Due to the Chinese reduction targets of CO2 emission intensity (CEI), it is of great significance to explore its determinants and mechanism. Therefore, the purpose of this study is to find how to effectively reduce CEI. At the national level, we investigate the influencing factors of CEI by using the Logarithmic Mean Divisia Index method (LMDI). Then, this study examines the sensitivity of CEI change to various factors. At the regional level, we study the spatial-temporal heterogeneity of the influencing factors through Geographically and Temporally Weighted Regress (GTWR). The main results are as follows. (1) At the national level, the positive contribution of the energy mix is the largest. The energy intensity of the production sector is the main negative driving factor in the early stage, and in the later stage, the principal negative contribution comes from the combined action of the CO2 emission coefficient and economic structure. (2) A dynamic change is observed in the sensitivity of CEI to various factors. (3) At the regional level, various determinants of CEI show spatial-temporal heterogeneity based on GTWR. For example, in analysing the impact of energy intensity in the industrial sector on CEI in various regions, Shandong Province has the largest coefficient. The findings are of considerable interest for China's policy makers to effectively formulate more appropriate emission-reduction measures for each region.","WOS","RESOURCES CONSERVATION AND RECYCLING",NA
"id_291510_gros_2016",291510,"10.1016/j.enbuild.2015.06.032",2016,"Simulation tools to assess microclimate and building energy - A case study on the design of a new district","Gros, A; Bozonnet, E; Inard, C; Musy, M","Since some years, dense cities and compact buildings are promoted as sustainable and energy efficient designs. Nevertheless, urban planning strategies should take into account the interactions between buildings and the Microclimate because the Urban Heat Island (UHI) phenomenon can increase the cooling load of buildings and is strongly influenced by urban morphology, urban landscaping and the thermal properties of buildings and soil. The modification of these parameters, such as building density, can mitigate UHI, with direct and indirect improvement of building energy performances. The case study presented in this paper concerns a new district in La Rochelle (France) named Atlantech. Currently at the design stage, the goal is to transform this old military camp into a zero carbon district. This study was performed in parallel with urban planning using EnviBatE and SOLENE-Microclimate simulation. Two building densities are compared through the impacts on solar irradiance, wind airflows, building indoor temperatures and energy demand. Analysis of reference and densified district highlights various impacts such as the wind velocity decrease, up to 80%, and the effect on an existing nearby building solar irradiation, reduced by 7%. These results underline the potential usefulness of these simulation tools for urban planners at the design stage. (C) 2015 Elsevier B.V. All rights reserved.","WOS","ENERGY AND BUILDINGS",NA
"id_295757_bdis_2019",295757,"10.3390/su11133703",2019,"Solar photovoltaic electricity generation: A lifeline for the european coal regions in transition","BÃƒÂ³dis K., Kougias I., Taylor N., JÃƒÂ¤ger-Waldau A.","The use of coal for electricity generation is the main emitter of Greenhous Gas Emissions worldwide. According to the International Energy Agency, these emissions have to be reduced by more than 70% by 2040 to stay on track for the 1.5-2 Ã‚Â°C scenario suggested by the Paris Agreement. To ensure a socially fair transition towards the phase-out of coal, the European Commission introduced the Coal Regions in Transition initiative in late 2017. The present paper analyses to what extent the use of photovoltaic electricity generation systems can help with this transition in the coal regions of the European Union (EU). A spatially explicit methodology was developed to assess the solar photovoltaic (PV) potential in selected regions where open-cast coal mines are planned to cease operation in the near future. Different types of solar PV systems were considered including ground-mounted systems developed either on mining land or its surroundings. Furthermore, the installation of rooftop solar PV systems on the existing building stock was also analysed. The obtained results show that the available area in those regions is abundant and that solar PV systems could fully substitute the current electricity generation of coal-fired power plants in the analysed regions. Ã‚Â© 2019 by the authors.","Scopus","Sustainability (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068649978&doi=10.3390%2fsu11133703&partnerID=40&md5=24b9ea861949100c7aaae3d9a2dd20d0"
"id_30937_marasco_2016",30937,"10.1016/j.enbuild.2016.06.092",2016,"Applications of machine learning methods to identifying and predicting building retrofit opportunities","Marasco D.E., Kontokosta C.E.","Building energy conservation measures (ECMs) can significantly lower greenhouse gas (GHG) emissions from urban areas; however, uncertainties regarding not only ECM eligibility, but also associated costs and energy savings have slowed adoption of ECMs. To encourage ECM implementation, local governments have implemented a range of policies designed to increase the available information on building energy use. Energy audit mandates, such as New York City (NYC)Ã¢â‚¬â„¢s Local Law 87 (LL87), require energy consultants to analyze installed building systems and provide building stakeholders with cost effective ECM recommendations on a multi-year cycle. However, complete audits are costly and time consuming. To accelerate ECM implementation, policymakers are exploring ways to utilize available data to target ECMs across a city's entire building stock. In this study, energy audit data for over 1100 buildings in NYC, submitted in compliance with LL87, are analyzed to identify opportunities for ECMs across building system categories (e.g. distribution system, domestic hot water, etc.). A machine learning classifier, specifically a user-facing falling rule list (FRL) classifier based on binary features derived from LL87 data, is developed here to predict ECM eligibility given a specific set of building characteristics. Overall, the trained FRL classifier performs well (ROC AUC 0.72Ã¢â‚¬â€œ0.86) for predicting cooling system, distribution system, domestic hot water, fuel switching, lighting, and motors ECM opportunities, which represent a majority of the auditor-recommended ECMs in the sample. Additionally, linear decision lists developed by the model allow building stakeholders to easily conduct streamlined audits of building systems and identify possible ECM opportunities by limiting input to the most relevant factors and prioritizing likely retrofit candidates. The implications of this work are significant in accelerating the adoption of building ECMs and catalyzing energy use and GHG emissions reductions from buildings. Ã‚Â© 2016 The Author(s)","Scopus & WOS","Energy and Buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978289388&doi=10.1016%2fj.enbuild.2016.06.092&partnerID=40&md5=00cb188cfd58c25d058c1319e4ea80a6"
"id_310671_cansinoloeza_2021",310671,"10.1016/j.jclepro.2020.125194",2021,"Sustainable assessment of Water-Energy-Food Nexus at regional level through a multi-stakeholder optimization approach","Cansino-Loeza B., Ponce-Ortega J.M.","Security of the Water-Energy-Food Nexus has become a global concern, threatened by the rapid urbanization, unsustainable consumption of resources, population growth and climate change that exert pressure on resources to meet the socioeconomic demands. Water-Energy-Food Nexus is central for sustainable development and promoting efficient management of resources. Nevertheless, an efficient and sustainable Water-Energy-Food Nexus design requires the participation of multiple stakeholders in the decision-making process. This work presents a multi-objective optimization model for the design of a Water-Energy-Food system that involves the sustainable production of water, energy and food in areas that share economic activities through the industrial, agriculture and livestock sectors. Additionally, a multi-stakeholder assessment is presented to generate a set of solutions, where different priorities are given to the stakeholders. This approach allows quantifying the level of satisfaction of each of the stakeholders. Integration of resources is addressed according to economic and environmental objectives, such as the minimization of the cost of the system, water abstraction and greenhouse gas emissions. As case study, a region located in Mexico was selected based on its industrial activity and the challenges it currently faces in meeting resource demands due to low water availability. Results show that water reuse is crucial to improve the Water-Energy-Food Nexus sustainability. Also, it was found that the most affected sector for water scarcity is the agricultural sector. This model can be the basis for planning the Water-Energy-Food Nexus at regional level involving different stakeholders and for determining sustainable interactions between resources. Ã‚Â© 2020 Elsevier Ltd","Scopus & WOS","Journal of Cleaner Production","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097126360&doi=10.1016%2fj.jclepro.2020.125194&partnerID=40&md5=4c25c5ef32f1b13f80948dd8826530ff"
"id_311275_fenton_2017",311275,"10.1016/j.scs.2016.11.006",2017,"Sustainable mobility in the low carbon city: Digging up the highway in Odense, Denmark","Fenton P.","Cities around the world are facing the challenge of reducing greenhouse gas emissions and promoting urban sustainability. If comprehensive low-carbon development of cities is to be possible, transportation, as a major contributor of greenhouse gas emissions, is a particularly important sector to address. Major changes to transport behaviour and systems will be required in order to secure a shift to sustainable modes of transport and removal of infrastructure that reinforces unsustainable patterns of transportation. This paper examines the links between low-carbon urban development and sustainable mobility, with reference to the case of Odense, Denmark. With a reputation as a city of cyclists, Odense has recently closed a highway that divided central districts of the city, and is constructing a new tramway in its place. Results from a qualitative study, including interviews with individuals active in local policy processes, provide insights into Odense's experiences and inform analysis of the influences on municipal strategies and plans for sustainable mobility, questioning if climate change need be the primary focus when designing policies to enable low-carbon urban development. Ã‚Â© 2016 Elsevier Ltd","Scopus & WOS","Sustainable Cities and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007165444&doi=10.1016%2fj.scs.2016.11.006&partnerID=40&md5=ea52167168e1b337821c20614b8928ca"
"id_313488_nash_2019",313488,"10.1080/14693062.2019.1623164",2019,"Taking stock of Climate Change Acts in Europe: living policy processes or symbolic gestures?","Nash S.L., Steurer R.","Since the UK introduced a Climate Change Act (CCA) in 2008, similar legislation has followed in a number of states, with each having a slightly different take. What unites these examples is that they all represent framework legislation that aims to facilitate climate change mitigation by creating continuous policy processes whereby mechanisms for the reduction of greenhouse gas (GHG) emissions are developed and implemented. This article is concerned with the extent to which they are living policy processes or rather symbolic gestures. We analyse seven European CCAs with regard to GHG emission reduction targets, planning/implementation mechanisms, and feedback/evaluations prescribed by the laws. These three features correspond with three aspects of climate policy integration (CPI): interpretations of CPI as a norm; CPI as a process of governing; CPI as a policy outcome. We show that CCAs address all three aspects of CPI and constitute living policy processes, although to varying extents. However, CCAs are also policy processes in that they are part of a political system, affected by political forces external to the legislation, positively and negatively. Key policy insights CCAs can provide a normative basis for policymaking on climate change at the national level, especially through quantitative emission reduction targets. Whilst CCAs can bring some stability and predictability to policymaking on climate change (mainly because legislation is more difficult to amend or remove than policy strategies), they are still vulnerable to political developments. Most CCAs lack either short/medium-term (Denmark, Finland, Ireland, Sweden) or long-term (Austria) targets. Given EU Member StatesÃ¢â‚¬â„¢ aim to decarbonise in the next three decades and the Paris Agreement's global goal of pursuing efforts to limit warming to 1.5Ã‚Â°C, states need to find ways to guide this process. One approach could be the inclusion of short-term, medium-term and long-term targets in their CCAs. Since sanctioning mechanisms are lacking across all the CCAs analysed here, it is not clear what will happen if legally binding targets are not met. Just as it is difficult to imagine speed limits and speed cameras without accompanying penalties, it is hard to imagine how CCAs without sanctions can deliver decarbonization. Ã‚Â© 2019, Ã‚Â© 2019 Informa UK Limited, trading as Taylor & Francis Group.","Scopus & WOS","Climate Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067679852&doi=10.1080%2f14693062.2019.1623164&partnerID=40&md5=6952ee3798e6cf171a762bcd376da572"
"id_314358_liu_2018",314358,"10.1016/j.jclepro.2018.02.180",2018,"Techno-economic assessment of different cooling systems for office buildings in tropical large city considering on-site biogas utilization","Liu, WH; Hashim, H; Lim, JS; Ho, CS; Klemes, JJ; Zamhuri, MI; Ho, WS","Rapid development and population increment over the past decades have led metropolises in the tropical regions such as Kuala Lumpur (KL) city to the issue of surging local energy demand, especially cooling energy demand. Most commercial and office buildings install conventional air-conditioning (AC) at individual premises for space conditioning. AC constitutes an average high of 58% of the total energy consumption in a building. In the meantime, the amount of municipal solid waste produced is also proliferating. KL as a city with compact population and limited land mass for waste disposal, the implementation of a large-scale centralised district cooling system (DCS) fuelled with biogas energy seems to be more sustainable. This study aims to assess the performance of various possible cooling system schemes in providing cooling service to office buildings in tropical urban, including the existing AC system and the newly proposed DCS technology integrated with biogas energy. Three parameters which are energy consumption, greenhouse gas emission and economic viability are analysed on a yearly basis. With a total cooling load of 4008 kW to be supplied to five similar buildings in KL, seven case scenarios involving different cooling schemes of AC and DCS are studied and compared. The result determines that biogas-fuelled cooling systems are as attractive as the grid-electrified systems. Currently, AC unit operating with on-site biogas-generated electricity is the most desirable cooling scheme for KL city, with an annual worth of MYR - 1.004 M/y and greenhouse gas avoidance of 41.1 kt CO2 eq./y. DCS may not be a preferred option yet due to its high investment and operation costs. A sensitivity analysis conducted shows that there is a need to increase the current electricity tariff (up to at least MYR 1.49 -1.56/kWh) in order to make DCS more economically attractive as the conventional AC units. (C) 2018 Elsevier Ltd. All rights reserved.","WOS","JOURNAL OF CLEANER PRODUCTION",NA
"id_321067_koo_2019",321067,"10.1080/14693062.2019.1605329",2019,"The differentiated impact of emissions trading system based on companyÃ‚Â size","Koo Y., Lee Y., Kim Y.-G.","Most countries implementing an emissions trading system (ETS), such as EU member states, California in the US, or South Korea, are generally targeting large sized companies, which consume energy above a specific threshold. However, previous studies using computable general equilibrium (CGE) models have analyzed climate policies without considering company size. This may have led to inaccurate results because the impacts of climate policy would differ depending on the coverage of regulated companies. Accordingly, this study examines the environmental and economic impacts of greenhouse gas emission reduction policies, assuming policy results vary by firm size, as covered by the Korean emission trading system. To this end, a CGE model with a separate social accounting matrix based on company size is used to compare three scenarios that reflect different types of carbon pricing methods. The results show that greenhouse gases will be reduced to a lower extent and utility will decrease more if mitigation policies are only imposed to large companies. Key policy insights Carbon pricing policies should consider the different impacts on companies of different sizes and industry sectors. Without considering the different sizes of companies covered by an ETS, the expected carbon price and its economic impact will be underestimated. Small and medium-sized companies will face more negative impacts than large companies in some industry sectors under an ETS, even if the mitigation burden is only faced by large companies. Ã‚Â© 2019, Ã‚Â© 2019 Informa UK Limited, trading as Taylor & Francis Group.","Scopus","Climate Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064618343&doi=10.1080%2f14693062.2019.1605329&partnerID=40&md5=2fba7562cd979c135f6c44271c05abee"
"id_326254_davidson_2020",326254,"10.1163/15691497-12341547",2020,"The Green New Deal: What Makes It Necessary, What It Is, and How We Can Get It","Davidson C.","This article serves as the content for a slide show presented at the Global Studies Association conference held at Loyola University in Chicago on June 6-8, 2019. The discussion emphasized the importance of establishing The Green New Deal by transitioning away from burning carbon and uranium to stop and reduce CO2 levels, building a Smart Grid, redesigning and rebuilding industries for zero waste, transitioning from agribusiness factory farms to organic, sustainable family-sized farms, redesigning new housing and retrofitting existing stock, increasing innovation and high design for all products and services, and curbing the production of poisons and removing pollutants from human consumption. The link to the presentation is http://ouleft.org/wp-content/uploads/Green-New-Deal-2.pdf. Ã‚Â© 2020 Koninklijke Brill NV, Leiden, The Netherlands.","Scopus","Perspectives on Global Development and Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083430607&doi=10.1163%2f15691497-12341547&partnerID=40&md5=7219b09c45771bca1b4715c02c8b4a38"
"id_331414_sheng_2019",331414,"10.3390/su11061633",2019,"The Moderating Effect of Innovation on the Relationship between Urbanization and CO2 Emissions: Evidence from Three Major Urban Agglomerations in China","Sheng, YW; Miao, Y; Song, JP; Shen, HY","This study investigates the relationship between urbanization, innovation, and CO2 emissions, with particular attention paid to the issue of how innovation influences the effect of urbanization on CO2 emissions in urban agglomerations, considering the spatial spillover effect between cities. Therefore, based on panel data on 48 cities in the three major urban agglomerations in China from 2001-2015, a spatial econometric model is used to estimate the effect of urbanization and innovation on CO2 emissions. The empirical results indicate that the relationship between urbanization and CO2 emissions follows a U-shaped curve in the Beijing-Tianjin-Hebei (BTH), an N-shaped curve in the Yangtze River Delta (YRD) and an inverted N-shaped pattern in the Pearl River Delta (PRD). Additionally, innovation shows a significantly positive effect on reducing CO2 emissions in the YRD, but does not exert a significantly direct effect on CO2 emissions in the BTH and the PRD. More importantly, innovation played an important moderating role between urbanization and CO2 emissions in the YRD and PRD, suggesting that reducing the positive impacts of urbanization on CO2 emissions depends on innovative development. In addition, urban CO2 emissions presented a clearly negative spatial spillover effect among the cities in the three urban agglomerations. These findings and the following policy implications will contribute to reducing CO2 emissions.","WOS","SUSTAINABILITY",NA
"id_34390_pham_2019",34390,"10.3390/s19081933",2019,"A Review of Remote Sensing Approaches for Monitoring Blue Carbon Ecosystems: Mangroves, Seagrasses and Salt Marshes during 2010-2018","Pham, TD; Xia, JS; Ha, NT; Bui, DT; Le, NN; Takeuchi, W","Blue carbon (BC) ecosystems are an important coastal resource, as they provide a range of goods and services to the environment. They play a vital role in the global carbon cycle by reducing greenhouse gas emissions and mitigating the impacts of climate change. However, there has been a large reduction in the global BC ecosystems due to their conversion to agriculture and aquaculture, overexploitation, and removal for human settlements. Effectively monitoring BC ecosystems at large scales remains a challenge owing to practical difficulties in monitoring and the time-consuming field measurement approaches used. As a result, sensible policies and actions for the sustainability and conservation of BC ecosystems can be hard to implement. In this context, remote sensing provides a useful tool for mapping and monitoring BC ecosystems faster and at larger scales. Numerous studies have been carried out on various sensors based on optical imagery, synthetic aperture radar (SAR), light detection and ranging (LiDAR), aerial photographs (APs), and multispectral data. Remote sensing-based approaches have been proven effective for mapping and monitoring BC ecosystems by a large number of studies. However, to the best of our knowledge, this is the first comprehensive review on the applications of remote sensing techniques for mapping and monitoring BC ecosystems. The main goal of this review is to provide an overview and summary of the key studies undertaken from 2010 onwards on remote sensing applications for mapping and monitoring BC ecosystems. Our review showed that optical imagery, such as multispectral and hyper-spectral data, is the most common for mapping BC ecosystems, while the Landsat time-series are the most widely-used data for monitoring their changes on larger scales. We investigate the limitations of current studies and suggest several key aspects for future applications of remote sensing combined with state-of-the-art machine learning techniques for mapping coastal vegetation and monitoring their extents and changes.","WOS","SENSORS",NA
"id_40755_li_2021",40755,"10.2113/EEG-1524",2021,"Assessment of the co2 storage potential in the deep saline formation of offshore bohai basin, china","LI G., HUO C., SU T., LIU B.","Regions of China have generated large CO2 emissions, and investigating the means for reducing them has become a priority. The geological storage of CO2 is one technique gaining interest, and the offshore Bohai Basin is believed to be a promising option to aid emissions mitigation. The Cenozoic sedimentary rocks, which measure more than 10,000 m in thickness and have diverse depositional systems and good reservoirseal assemblages, appear to offer the most favorable circumstance for CO2 storage in the offshore Bohai Basin. The Minghuazhen Formation of the Pliocene- Miocene consists of thick and extensive mudstone, especially its lower member, and is regarded as an excellent regional seal cover. The Miocene sandstone, including the lower member of the Minghuazhen Formation and the Guantao Formation, has high porosity and permeability and is a preferred target storage reservoir. The Dongying Formation and the Shahejie Formation of the Oligocene-Eocene are also storage options. Based on the pore volume method suggested by the U.S. Department of Energy, we calculated the effective storage capacity of the Cenozoic sedimentary rocks in the offshore Bohai Basin. The mean storage capacity is approximately 192 Gt, representing a huge capacity on a par with that of the Pearl River Mouth Basin, and potentially offering storage capacity for hundreds of years of CO2 emissions from the Circum-Bohai-Sea region. Considering the storage capacity and risk, the Bozhong Sag area may offer the most promising early CO2 storage option in the basin. Ã‚Â© 2016 Geological Society of America. All rights reserved.","Scopus","Environmental and Engineering Geoscience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099877332&doi=10.2113%2fEEG-1524&partnerID=40&md5=7340711a16925dabc3b1f15d28c1c8eb"
"id_55347_verchick_2018",55347,"10.1098/rsta.2017.0070",2018,"Can 'loss and damage' carry the load?","Verchick R.R.M.","Even assuming a heroic rush towards carbon reduction and adaptation, some regions of the world will be hammered hard by climate impacts. Thus, a global consensus now sees the need for a supplemental plan to deal with the kind of harms that cannot be avoided-what Parties call 'loss and damage'. For a loss-and-damage plan to work, it must be capable of carrying the load, the load being whatever minimal standards that morality and political consensus require. But if residual risk climbs too high, it will fall short of even the most basic expectations. The Paris Agreement calls for holding the rise in global average temperature to 'well below 2Ã‚Â°C above pre-industrial levels', while working to limit the increase to 1.5Ã‚Â°C. How much difference is in that half-degree? From the point of view of residual risk, quite a lot. According to a 2016 study published by the European Geosciences Union, a jump from 1.5Ã‚Â°C to 2Ã‚Â°C could produce outsize impacts, particularly in tropical latitudes. That difference could mark the line between a plan that is politically and morally defensible and one that is not. At the very least, the difference is enough to inform the design and expectations of any future plan. This article is part of the theme issue 'The Paris Agreement: understanding the physical and social challenges for a warming world of 1.5Ã‚Â°C above pre-industrial levels'. Ã‚Â© 2018 The Author(s) Published by the Royal Society. All rights reserved.","Scopus","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045555511&doi=10.1098%2frsta.2017.0070&partnerID=40&md5=2abf55e340b0c7f34c0da5b45b76f46a"
"id_55689_lee_2021",55689,"10.1080/13504509.2021.1902877",2021,"Can universities be a platform for climate mitigation? Exploring the impacts of carbon pricing in the university setting","Lee S., Lee S.","Abstract Climate Change is one of the most important threats in the world today and it is driven by the human-induced build-up of greenhouse gases (GHG) in the atmosphere. Despite worldwide policy efforts from the Kyoto Protocol to the Paris Agreement, global emissions of GHG have continued to steadily increase over the past decade. Against this backdrop, many higher education institutions (HEIs) around the world began to engage in sustainable practices implementing green initiatives on their campuses. Using the waste disposal and the associated GHG emissions data from the academic community, this study describes how HEIs can assume a leadership role in climate mitigation through the implementation of a carbon pricing initiative. Specifically, this study estimates the economic costs of carbon emissions from waste and conceptualizes how revenues generated from carbon pricing can be rechanneled to support carbon reduction efforts in HEIs. By this approach, HEIs not only create incentives for campus users such as students and employees to choose cleaner options but also be able to understand their own carbon footprint and adjust strategy accordingly. While carbon pricing has long been regarded as an alternative approach to tackle carbon pollution, it has not been much discussed in the area of waste management. In this regard, this study attempted to fill this research gap by finding emission reduction potentials in waste management using carbon pricing as a mechanism. Ã‚Â© 2021 Informa UK Limited, trading as Taylor & Francis Group.","Scopus & WOS","International Journal of Sustainable Development and World Ecology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103012576&doi=10.1080%2f13504509.2021.1902877&partnerID=40&md5=129a2205d686aefa1761ac32074a3f9a"
"id_57741_duan_2019",57741,"10.3390/su11174540",2019,"Carbon emissions peak prediction and the reduction pathway in buildings during operation in Jilin Province based on LEAP","Duan H., Zhang S., Duan S., Zhang W., Duan Z., Wang S., Song J., Wang X.","The building sector has gradually become a major contributor of carbon emissions in recent years. Its carbon emissions, which result from the long heating period and considerable consumption of coal in residential buildings during operation, must be reduced. To this end, the long-range energy alternatives planning system was adopted for the forecasting of carbon emissions in baseline scenarios, energy-saving, energy-saving-low-carbon, and low-carbon. On the basis of these predictions, the contributions of heating, cooling, cooking, illumination, washing, and other activities to carbon emissions were analyzed. The influencing factors in the reduction of carbon emissions from residential buildings in a cold region were identified. The results showed that energy-saving-low-carbon was the optimal scenario to reduce carbon emissions. Meanwhile, carbon emissions will peak in 2030, with a value of 42.06 Mt under the same scenario. As the top three influencing factors, heating, cooling, and cooking contribute 55.74%, 18.86%, and 17.29% of carbon emissions, respectively. Sensitivity results showed the differential effects of 32 factors on the reduction of carbon emissions in residential buildings. Carbon emissions could be reduced by 17.41%, 35.51%, 31.10%, and 14.10% by controlling the building scale, heating, cooling, and cooking, respectively. To this end, seven factors, including the rationing of central heating, were identified. Then, pathways to reducing carbon emissions were proposed under different scenarios. The present research fills the gap between reality and the predicted pathway, considering the heterogeneity of the climate. Ã‚Â© 2019 by the authors.","Scopus","Sustainability (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071964374&doi=10.3390%2fsu11174540&partnerID=40&md5=706464145f42a298030277841c986f41"
"id_61702_kartikasari_2019",61702,"10.1088/1755-1315/363/1/012015",2019,"Challenges in Development of Mitigation Options: A Case of Bogor City","Kartikasari K., Anggraini S.D., Suharto A.","Regardless of increasing concern to climate change, mainstreaming the issue into a development plan has been challenging. A review at Bogor City government's development plans reveals that a range of activities has been incorporated to reduce the City's Greenhouse Gases (GHG) emissions and these activities have also targeted major and increasing emission sources based on their emissions profile. We identified relevant activities indicated in Medium-Term City Development Plan (Rencana Pembangunan Jangka Menengah Daerah - RPJMD) and Medium-Term Sectoral Strategic Plans (Rencana Strategis - RENSTRA) for the periods of 2014-2019. We examined the emission profile and similar to other cities worldwide, energy was revealed as the largest source of emission in Bogor. Emissions from energy sector accounted for 99% of the total city emission and 36% of it come from transportation. We also examined the annual trends. In 2016, Bogor City had a population of 1,064,687, a 10% increase from year 2010. The increase was similar to their GHG emissions which showed a 13% increase in 2016 compared to the 2010' level. The growth between these two parameters, however, was not similar. While Bogor City's population showed a positive trend, despite at smaller rate than in previous years, emissions level in 2016 was actually less than the 2015 level. This significant emission reduction within a year might not merely be the results of mitigation action, but other factor such as economic condition. Review on Bogor City government's Development Plan for the period of 2014-2019 showed six groups of mitigation programmes were being implemented. Some of the activities within the programmes were progressing well while others were having set back. Consultation with relevant agency's officers revealed some operational constraints to the implementation of the mitigation activities. Bogor City has developed a Bus Rapid Transportation (BRT) system called Trans Pakuan and has improved pedestrian area to reduce individual vehicle trips. Despite enthusiasm from City Government through these programmes, the increasing trend of e-hail apps transportation was potentially constraining as their ability to cater door-to-door trip is preferable for users than using bus or walking. In the waste sector, lack of segregating habit in households contributed to problems in 3R (reduce, reuse, & recycle) stations. These findings indicate that development of mitigation options needs a comprehensive approach, including consideration of people's habit and acceptance of the options. Ã‚Â© Published under licence by IOP Publishing Ltd.","Scopus","IOP Conference Series: Earth and Environmental Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077462435&doi=10.1088%2f1755-1315%2f363%2f1%2f012015&partnerID=40&md5=ef78bb4552cbe0bfafa2d59496d0490d"
"id_74963_cruz_2017",74963,"10.3917/jie.pr1.0004",2017,"CO-BENEFITS INDICATORS FOR CARBON MARKET: CONTRIBUTIONS TO SERVICE INNOVATION IN THE SOLID WASTE SECTOR","Cruz, SRS; Paulino, SR; Paiva, D","The paper addresses the issue of verifying the outcomes of using the Clean Development Mechanism (CDM) in landfills focusing on service innovations in the urban solid waste sector. Our research focuses on the Sao Paulo Metropolitan Area considering two CDM landfill projects: Bandeirantes, a public project and Caieiras, a private project. Indicators are proposed to evaluate the social and environmental outcomes that can be generated from CDM landfills, organized into five themes: participation, stakeholder interaction, benefits, environmental quality monitoring and gas emissions monitoring. Data, collected by applying indicators, are organized and analyzed based on two complementary theoretical frameworks: The characteristics-based model and the public-private innovation networks in services (ServPPIN) concept. The results highlights a gap in the access to CDM projects and the participation of stakeholders, and benefits related to the CDM projects implementation, corroborating to the relevance of the development of indicators based on interdisciplinary and multi-agent approaches which take into account the different stakeholders.","WOS","JOURNAL OF INNOVATION ECONOMICS & MANAGEMENT",NA
